idtbody2,lectura,claveU
42,"{""head"": {""X"": 0.133362666, ""Y"": 0.3663276, ""Z"": 1.2145201}, ""neck"": {""X"": 0.132005543, ""Y"": 0.2374013, ""Z"": 1.1545254}, ""hipLeft"": {""X"": 0.0613626055, ""Y"": -0.244039446, ""Z"": 1.05564964}, ""footLeft"": {""X"": 0.0697659254, ""Y"": -0.5817692, ""Z"": 0.3675922}, ""handLeft"": {""X"": -0.0769879147, ""Y"": -0.165042967, ""Z"": 0.705750942}, ""hipRight"": {""X"": 0.1985702, ""Y"": -0.244159043, ""Z"": 1.0554502}, ""kneeLeft"": {""X"": 0.06253077, ""Y"": -0.182096466, ""Z"": 0.6286042}, ""spineMid"": {""X"": 0.133762822, ""Y"": -0.000216228422, ""Z"": 1.12614441}, ""ankleLeft"": {""X"": 0.06627899, ""Y"": -0.581537664, ""Z"": 0.495519757}, ""elbowLeft"": {""X"": -0.06962599, ""Y"": -0.07248008, ""Z"": 0.9928382}, ""footRight"": {""X"": 0.239617109, ""Y"": -0.188973308, ""Z"": 0.147370845}, ""handRight"": {""X"": 0.4617046, ""Y"": -0.13979502, ""Z"": 0.7650975}, ""kneeRight"": {""X"": 0.223576114, ""Y"": -0.232017785, ""Z"": 0.6237824}, ""spineBase"": {""X"": 0.133687168, ""Y"": -0.250179082, ""Z"": 1.08298349}, ""thumbLeft"": {""X"": -0.0705318153, ""Y"": -0.21876961, ""Z"": 0.70475}, ""wristLeft"": {""X"": -0.07905052, ""Y"": -0.134830937, ""Z"": 0.7910527}, ""ankleRight"": {""X"": 0.249102846, ""Y"": -0.226558954, ""Z"": 0.274420351}, ""elbowRight"": {""X"": 0.401382357, ""Y"": -0.0610142462, ""Z"": 1.10253751}, ""thumbRight"": {""X"": 0.454683, ""Y"": -0.05436659, ""Z"": 0.759}, ""wristRight"": {""X"": 0.3436141, ""Y"": -0.134098753, ""Z"": 0.948734}, ""handTipLeft"": {""X"": -0.08302852, ""Y"": -0.17492491, ""Z"": 0.615797}, ""handTipRight"": {""X"": 0.429494828, ""Y"": -0.121789947, ""Z"": 0.715713739}, ""shoulderLeft"": {""X"": -0.03570474, ""Y"": 0.119594991, ""Z"": 1.07917762}, ""shoulderRight"": {""X"": 0.296122372, ""Y"": 0.114826664, ""Z"": 1.094169}, ""spineShoulder"": {""X"": 0.132454738, ""Y"": 0.179468691, ""Z"": 1.14943}}",5733D7E66AA04DC88AAD76C7FAA056AE
43,"{""head"": {""X"": 0.134351179, ""Y"": 0.367598444, ""Z"": 1.21226716}, ""neck"": {""X"": 0.132405043, ""Y"": 0.2385, ""Z"": 1.15275562}, ""hipLeft"": {""X"": 0.061609935, ""Y"": -0.244299755, ""Z"": 1.05559766}, ""footLeft"": {""X"": 0.06570879, ""Y"": -0.5852893, ""Z"": 0.368085444}, ""handLeft"": {""X"": -0.07686366, ""Y"": -0.166707486, ""Z"": 0.7068382}, ""hipRight"": {""X"": 0.197896525, ""Y"": -0.2445119, ""Z"": 1.055454}, ""kneeLeft"": {""X"": 0.0606501177, ""Y"": -0.185013279, ""Z"": 0.6281595}, ""spineMid"": {""X"": 0.133752137, ""Y"": -0.00009146221, ""Z"": 1.12549162}, ""ankleLeft"": {""X"": 0.06289605, ""Y"": -0.5847574, ""Z"": 0.495947421}, ""elbowLeft"": {""X"": -0.06953635, ""Y"": -0.07183558, ""Z"": 0.9914371}, ""footRight"": {""X"": 0.239523187, ""Y"": -0.188834921, ""Z"": 0.147328719}, ""handRight"": {""X"": 0.4641425, ""Y"": -0.142430574, ""Z"": 0.769625962}, ""kneeRight"": {""X"": 0.22352314, ""Y"": -0.231907, ""Z"": 0.6238285}, ""spineBase"": {""X"": 0.133571744, ""Y"": -0.250413567, ""Z"": 1.08295894}, ""thumbLeft"": {""X"": -0.0703892037, ""Y"": -0.2178532, ""Z"": 0.702792168}, ""wristLeft"": {""X"": -0.0786588043, ""Y"": -0.135300726, ""Z"": 0.7899816}, ""ankleRight"": {""X"": 0.249569982, ""Y"": -0.226055965, ""Z"": 0.274482846}, ""elbowRight"": {""X"": 0.402002722, ""Y"": -0.0587185, ""Z"": 1.099698}, ""thumbRight"": {""X"": 0.445473075, ""Y"": -0.08115864, ""Z"": 0.74574995}, ""wristRight"": {""X"": 0.34349972, ""Y"": -0.13352716, ""Z"": 0.948771954}, ""handTipLeft"": {""X"": -0.08329843, ""Y"": -0.175493583, ""Z"": 0.6177988}, ""handTipRight"": {""X"": 0.427271724, ""Y"": -0.119318619, ""Z"": 0.7204196}, ""shoulderLeft"": {""X"": -0.03552908, ""Y"": 0.119770728, ""Z"": 1.07891107}, ""shoulderRight"": {""X"": 0.296628624, ""Y"": 0.1157931, ""Z"": 1.09202909}, ""spineShoulder"": {""X"": 0.132756069, ""Y"": 0.1802881, ""Z"": 1.14794}}",5733D7E66AA04DC88AAD76C7FAA056AE
44,"{""head"": {""X"": 0.135071859, ""Y"": 0.36884892, ""Z"": 1.20951211}, ""neck"": {""X"": 0.133073762, ""Y"": 0.239499211, ""Z"": 1.150914}, ""hipLeft"": {""X"": 0.0616293252, ""Y"": -0.244677827, ""Z"": 1.05556142}, ""footLeft"": {""X"": 0.0478607379, ""Y"": -0.151777759, ""Z"": 0.146802545}, ""handLeft"": {""X"": -0.0772726238, ""Y"": -0.164664388, ""Z"": 0.706340969}, ""hipRight"": {""X"": 0.19704622, ""Y"": -0.245057613, ""Z"": 1.05555058}, ""kneeLeft"": {""X"": 0.0535539538, ""Y"": -0.211715132, ""Z"": 0.625157654}, ""spineMid"": {""X"": 0.1337339, ""Y"": -0.00003681537, ""Z"": 1.12482285}, ""ankleLeft"": {""X"": 0.04848075, ""Y"": -0.190772831, ""Z"": 0.2789818}, ""elbowLeft"": {""X"": -0.06915518, ""Y"": -0.07137826, ""Z"": 0.9904331}, ""footRight"": {""X"": 0.2389348, ""Y"": -0.187932357, ""Z"": 0.147388935}, ""handRight"": {""X"": 0.4590991, ""Y"": -0.113061018, ""Z"": 0.768039763}, ""kneeRight"": {""X"": 0.223090425, ""Y"": -0.231448516, ""Z"": 0.6239805}, ""spineBase"": {""X"": 0.133204639, ""Y"": -0.2509046, ""Z"": 1.08295965}, ""thumbLeft"": {""X"": -0.07192909, ""Y"": -0.194563612, ""Z"": 0.6728}, ""wristLeft"": {""X"": -0.07837762, ""Y"": -0.135956064, ""Z"": 0.7893326}, ""ankleRight"": {""X"": 0.249498323, ""Y"": -0.224760965, ""Z"": 0.274676}, ""elbowRight"": {""X"": 0.4027398, ""Y"": -0.0563709848, ""Z"": 1.09717357}, ""thumbRight"": {""X"": 0.447341442, ""Y"": -0.06991951, ""Z"": 0.7484387}, ""wristRight"": {""X"": 0.308238417, ""Y"": -0.110212855, ""Z"": 0.916023}, ""handTipLeft"": {""X"": -0.08638892, ""Y"": -0.15104413, ""Z"": 0.620892763}, ""handTipRight"": {""X"": 0.43927893, ""Y"": -0.08570888, ""Z"": 0.732767761}, ""shoulderLeft"": {""X"": -0.035345275, ""Y"": 0.1199822, ""Z"": 1.0786078}, ""shoulderRight"": {""X"": 0.297126144, ""Y"": 0.116665825, ""Z"": 1.08998263}, ""spineShoulder"": {""X"": 0.133236229, ""Y"": 0.18101722, ""Z"": 1.14639974}}",5733D7E66AA04DC88AAD76C7FAA056AE
45,"{""head"": {""X"": 0.135580048, ""Y"": 0.36977154, ""Z"": 1.20619714}, ""neck"": {""X"": 0.134004757, ""Y"": 0.240149632, ""Z"": 1.14871562}, ""hipLeft"": {""X"": 0.061683435, ""Y"": -0.244692713, ""Z"": 1.05544317}, ""footLeft"": {""X"": 0.04692226, ""Y"": -0.146488279, ""Z"": 0.147029936}, ""handLeft"": {""X"": -0.07792248, ""Y"": -0.1561152, ""Z"": 0.70228523}, ""hipRight"": {""X"": 0.196970254, ""Y"": -0.245059788, ""Z"": 1.05558085}, ""kneeLeft"": {""X"": 0.0532836951, ""Y"": -0.2085514, ""Z"": 0.6253274}, ""spineMid"": {""X"": 0.1339972, ""Y"": 0.000231516038, ""Z"": 1.12376487}, ""ankleLeft"": {""X"": 0.0479527526, ""Y"": -0.184896827, ""Z"": 0.279511541}, ""elbowLeft"": {""X"": -0.0691861138, ""Y"": -0.07113765, ""Z"": 0.98988}, ""footRight"": {""X"": 0.238156959, ""Y"": -0.186786652, ""Z"": 0.147317022}, ""handRight"": {""X"": 0.452590734, ""Y"": -0.1086085, ""Z"": 0.758042157}, ""kneeRight"": {""X"": 0.222852588, ""Y"": -0.230588824, ""Z"": 0.6240326}, ""spineBase"": {""X"": 0.13317661, ""Y"": -0.250920951, ""Z"": 1.08294344}, ""thumbLeft"": {""X"": -0.0662731752, ""Y"": -0.206068665, ""Z"": 0.705000043}, ""wristLeft"": {""X"": -0.09004602, ""Y"": -0.0919834152, ""Z"": 0.7805592}, ""ankleRight"": {""X"": 0.249149457, ""Y"": -0.223184317, ""Z"": 0.2747442}, ""elbowRight"": {""X"": 0.403572649, ""Y"": -0.0542822033, ""Z"": 1.09491551}, ""thumbRight"": {""X"": 0.438103557, ""Y"": -0.0534486845, ""Z"": 0.73925}, ""wristRight"": {""X"": 0.30872044, ""Y"": -0.110274762, ""Z"": 0.9146037}, ""handTipLeft"": {""X"": -0.0778352544, ""Y"": -0.18373704, ""Z"": 0.6498232}, ""handTipRight"": {""X"": 0.417292625, ""Y"": -0.110332951, ""Z"": 0.7057665}, ""shoulderLeft"": {""X"": -0.0351781547, ""Y"": 0.120087229, ""Z"": 1.07830966}, ""shoulderRight"": {""X"": 0.297576725, ""Y"": 0.117380604, ""Z"": 1.08834946}, ""spineShoulder"": {""X"": 0.134030178, ""Y"": 0.181612387, ""Z"": 1.14444184}}",5733D7E66AA04DC88AAD76C7FAA056AE
46,"{""head"": {""X"": 0.136150673, ""Y"": 0.370012462, ""Z"": 1.202965}, ""neck"": {""X"": 0.134706989, ""Y"": 0.2401856, ""Z"": 1.14635444}, ""hipLeft"": {""X"": 0.0619963929, ""Y"": -0.244636759, ""Z"": 1.05512929}, ""footLeft"": {""X"": 0.0459558256, ""Y"": -0.143869385, ""Z"": 0.146866769}, ""handLeft"": {""X"": -0.0759777054, ""Y"": -0.165983558, ""Z"": 0.708067}, ""hipRight"": {""X"": 0.19698678, ""Y"": -0.245031059, ""Z"": 1.05561233}, ""kneeLeft"": {""X"": 0.05309722, ""Y"": -0.206845343, ""Z"": 0.6251762}, ""spineMid"": {""X"": 0.1344302, ""Y"": 0.00037971983, ""Z"": 1.1225121}, ""ankleLeft"": {""X"": 0.0473495051, ""Y"": -0.181784391, ""Z"": 0.279550374}, ""elbowLeft"": {""X"": -0.06892315, ""Y"": -0.07079308, ""Z"": 0.9888219}, ""footRight"": {""X"": 0.2380042, ""Y"": -0.1849101, ""Z"": 0.147313878}, ""handRight"": {""X"": 0.4634429, ""Y"": -0.123096287, ""Z"": 0.7748848}, ""kneeRight"": {""X"": 0.222985327, ""Y"": -0.229309872, ""Z"": 0.624118567}, ""spineBase"": {""X"": 0.133243367, ""Y"": -0.250898451, ""Z"": 1.08289528}, ""thumbLeft"": {""X"": -0.0651057661, ""Y"": -0.205766931, ""Z"": 0.694655955}, ""wristLeft"": {""X"": -0.0756254047, ""Y"": -0.138084963, ""Z"": 0.788507}, ""ankleRight"": {""X"": 0.2494121, ""Y"": -0.220853344, ""Z"": 0.274874926}, ""elbowRight"": {""X"": 0.404322028, ""Y"": -0.0528347977, ""Z"": 1.09226871}, ""thumbRight"": {""X"": 0.427053481, ""Y"": -0.07149407, ""Z"": 0.723}, ""wristRight"": {""X"": 0.3077158, ""Y"": -0.110183887, ""Z"": 0.9133209}, ""handTipLeft"": {""X"": -0.08564153, ""Y"": -0.163059339, ""Z"": 0.6478862}, ""handTipRight"": {""X"": 0.439253956, ""Y"": -0.09742384, ""Z"": 0.737774849}, ""shoulderLeft"": {""X"": -0.0349675976, ""Y"": 0.120175809, ""Z"": 1.07790315}, ""shoulderRight"": {""X"": 0.297987461, ""Y"": 0.11783319, ""Z"": 1.08668077}, ""spineShoulder"": {""X"": 0.134707823, ""Y"": 0.181718469, ""Z"": 1.1423291}}",5733D7E66AA04DC88AAD76C7FAA056AE
47,"{""head"": {""X"": 0.13679561, ""Y"": 0.370019585, ""Z"": 1.20032179}, ""neck"": {""X"": 0.135710046, ""Y"": 0.240104377, ""Z"": 1.14407361}, ""hipLeft"": {""X"": 0.0623763055, ""Y"": -0.244954526, ""Z"": 1.05533946}, ""footLeft"": {""X"": 0.04505657, ""Y"": -0.155238748, ""Z"": 0.146190047}, ""handLeft"": {""X"": -0.07599384, ""Y"": -0.166757271, ""Z"": 0.708175659}, ""hipRight"": {""X"": 0.196797043, ""Y"": -0.245236427, ""Z"": 1.05599332}, ""kneeLeft"": {""X"": 0.05165825, ""Y"": -0.213040859, ""Z"": 0.624889135}, ""spineMid"": {""X"": 0.1347747, ""Y"": 0.000223976327, ""Z"": 1.12187}, ""ankleLeft"": {""X"": 0.0442604944, ""Y"": -0.193022981, ""Z"": 0.27859953}, ""elbowLeft"": {""X"": -0.069600895, ""Y"": -0.0702647343, ""Z"": 0.9887088}, ""footRight"": {""X"": 0.239346623, ""Y"": -0.183611542, ""Z"": 0.147685274}, ""handRight"": {""X"": 0.30353725, ""Y"": -0.111776605, ""Z"": 0.892936945}, ""kneeRight"": {""X"": 0.222544253, ""Y"": -0.2284021, ""Z"": 0.6245356}, ""spineBase"": {""X"": 0.133285508, ""Y"": -0.2511314, ""Z"": 1.08312023}, ""thumbLeft"": {""X"": -0.06849526, ""Y"": -0.21452716, ""Z"": 0.70325}, ""wristLeft"": {""X"": -0.07574659, ""Y"": -0.137896821, ""Z"": 0.7884887}, ""ankleRight"": {""X"": 0.248786539, ""Y"": -0.21902065, ""Z"": 0.2753327}, ""elbowRight"": {""X"": 0.405200064, ""Y"": -0.0518105626, ""Z"": 1.0908972}, ""thumbRight"": {""X"": 0.278977752, ""Y"": -0.08303299, ""Z"": 0.862428665}, ""wristRight"": {""X"": 0.3056748, ""Y"": -0.105544664, ""Z"": 0.912418544}, ""handTipLeft"": {""X"": -0.08491384, ""Y"": -0.184338376, ""Z"": 0.642802835}, ""handTipRight"": {""X"": 0.2721884, ""Y"": -0.112831548, ""Z"": 0.854263544}, ""shoulderLeft"": {""X"": -0.0345021561, ""Y"": 0.120940559, ""Z"": 1.07675672}, ""shoulderRight"": {""X"": 0.294928849, ""Y"": 0.118331231, ""Z"": 1.09262061}, ""spineShoulder"": {""X"": 0.1355546, ""Y"": 0.181623638, ""Z"": 1.14050889}}",5733D7E66AA04DC88AAD76C7FAA056AE
48,"{""head"": {""X"": 0.137144387, ""Y"": 0.370409727, ""Z"": 1.19687188}, ""neck"": {""X"": 0.136660144, ""Y"": 0.240238175, ""Z"": 1.141931}, ""hipLeft"": {""X"": 0.06268709, ""Y"": -0.244994283, ""Z"": 1.05558729}, ""footLeft"": {""X"": 0.0475014225, ""Y"": -0.161851823, ""Z"": 0.1457873}, ""handLeft"": {""X"": -0.0753160939, ""Y"": -0.169240326, ""Z"": 0.709621549}, ""hipRight"": {""X"": 0.19667685, ""Y"": -0.245233223, ""Z"": 1.05626976}, ""kneeLeft"": {""X"": 0.0535390861, ""Y"": -0.216506615, ""Z"": 0.6248141}, ""spineMid"": {""X"": 0.135150462, ""Y"": 0.000277660263, ""Z"": 1.12120628}, ""ankleLeft"": {""X"": 0.0475115329, ""Y"": -0.199387431, ""Z"": 0.278084517}, ""elbowLeft"": {""X"": -0.0701093, ""Y"": -0.0698331, ""Z"": 0.9889228}, ""footRight"": {""X"": 0.24041903, ""Y"": -0.182521224, ""Z"": 0.1479769}, ""handRight"": {""X"": 0.312738717, ""Y"": -0.108045027, ""Z"": 0.894812942}, ""kneeRight"": {""X"": 0.22345458, ""Y"": -0.227561966, ""Z"": 0.6248999}, ""spineBase"": {""X"": 0.1333286, ""Y"": -0.251163244, ""Z"": 1.08331645}, ""thumbLeft"": {""X"": -0.06800435, ""Y"": -0.201733708, ""Z"": 0.684}, ""wristLeft"": {""X"": -0.0758633, ""Y"": -0.137534946, ""Z"": 0.788713038}, ""ankleRight"": {""X"": 0.2505715, ""Y"": -0.217451572, ""Z"": 0.275759}, ""elbowRight"": {""X"": 0.405979544, ""Y"": -0.05082918, ""Z"": 1.08988833}, ""thumbRight"": {""X"": 0.297530025, ""Y"": -0.08221796, ""Z"": 0.8742222}, ""wristRight"": {""X"": 0.3246362, ""Y"": -0.1035507, ""Z"": 0.9108274}, ""handTipLeft"": {""X"": -0.08491408, ""Y"": -0.1843389, ""Z"": 0.6428046}, ""handTipRight"": {""X"": 0.291843861, ""Y"": -0.109277524, ""Z"": 0.8685109}, ""shoulderLeft"": {""X"": -0.0340034477, ""Y"": 0.121639885, ""Z"": 1.075887}, ""shoulderRight"": {""X"": 0.29713124, ""Y"": 0.119537905, ""Z"": 1.089466}, ""spineShoulder"": {""X"": 0.136382058, ""Y"": 0.181758538, ""Z"": 1.13874984}}",5733D7E66AA04DC88AAD76C7FAA056AE
49,"{""head"": {""X"": 0.137515172, ""Y"": 0.3710953, ""Z"": 1.19312108}, ""neck"": {""X"": 0.137560874, ""Y"": 0.24061577, ""Z"": 1.13985181}, ""hipLeft"": {""X"": 0.06318006, ""Y"": -0.244893864, ""Z"": 1.056045}, ""footLeft"": {""X"": 0.0476996079, ""Y"": -0.165759251, ""Z"": 0.145894751}, ""handLeft"": {""X"": -0.0761968344, ""Y"": -0.167586088, ""Z"": 0.7063261}, ""hipRight"": {""X"": 0.196622014, ""Y"": -0.245109022, ""Z"": 1.0568099}, ""kneeLeft"": {""X"": 0.0539578758, ""Y"": -0.21837011, ""Z"": 0.625121951}, ""spineMid"": {""X"": 0.135590836, ""Y"": 0.000479271926, ""Z"": 1.120606}, ""ankleLeft"": {""X"": 0.0478619859, ""Y"": -0.202907056, ""Z"": 0.2781814}, ""elbowLeft"": {""X"": -0.07026493, ""Y"": -0.06925991, ""Z"": 0.9891327}, ""footRight"": {""X"": 0.241254851, ""Y"": -0.181988716, ""Z"": 0.148495317}, ""handRight"": {""X"": 0.233427957, ""Y"": -0.09371652, ""Z"": 0.862967253}, ""kneeRight"": {""X"": 0.223969683, ""Y"": -0.226944044, ""Z"": 0.6254921}, ""spineBase"": {""X"": 0.133487135, ""Y"": -0.251088649, ""Z"": 1.08374882}, ""thumbLeft"": {""X"": -0.0671727955, ""Y"": -0.215530157, ""Z"": 0.7046666}, ""wristLeft"": {""X"": -0.07595559, ""Y"": -0.137295172, ""Z"": 0.789032638}, ""ankleRight"": {""X"": 0.251571119, ""Y"": -0.216401339, ""Z"": 0.276391149}, ""elbowRight"": {""X"": 0.406457484, ""Y"": -0.04975841, ""Z"": 1.08868432}, ""thumbRight"": {""X"": 0.195407689, ""Y"": -0.0402215458, ""Z"": 0.918000042}, ""wristRight"": {""X"": 0.2841915, ""Y"": -0.075871326, ""Z"": 0.9183245}, ""handTipLeft"": {""X"": -0.08478221, ""Y"": -0.184052616, ""Z"": 0.641806364}, ""handTipRight"": {""X"": 0.160596952, ""Y"": -0.111153938, ""Z"": 0.8082686}, ""shoulderLeft"": {""X"": -0.0333891138, ""Y"": 0.122556269, ""Z"": 1.07491636}, ""shoulderRight"": {""X"": 0.298286676, ""Y"": 0.120638467, ""Z"": 1.08801115}, ""spineShoulder"": {""X"": 0.137196124, ""Y"": 0.182114214, ""Z"": 1.13705862}}",5733D7E66AA04DC88AAD76C7FAA056AE
50,"{""head"": {""X"": 0.13845852, ""Y"": 0.37213847, ""Z"": 1.18902647}, ""neck"": {""X"": 0.138476178, ""Y"": 0.2413064, ""Z"": 1.137761}, ""hipLeft"": {""X"": 0.0636602938, ""Y"": -0.244396791, ""Z"": 1.05656481}, ""footLeft"": {""X"": 0.04702166, ""Y"": -0.16787304, ""Z"": 0.146152571}, ""handLeft"": {""X"": -0.07635295, ""Y"": -0.166562632, ""Z"": 0.707759857}, ""hipRight"": {""X"": 0.196504444, ""Y"": -0.244494572, ""Z"": 1.05799127}, ""kneeLeft"": {""X"": 0.0538795032, ""Y"": -0.219020993, ""Z"": 0.6255709}, ""spineMid"": {""X"": 0.136057556, ""Y"": 0.0009849687, ""Z"": 1.12001252}, ""ankleLeft"": {""X"": 0.04729555, ""Y"": -0.204518139, ""Z"": 0.278532445}, ""elbowLeft"": {""X"": -0.07027596, ""Y"": -0.0686843544, ""Z"": 0.9895662}, ""footRight"": {""X"": 0.242074192, ""Y"": -0.1820837, ""Z"": 0.149579525}, ""handRight"": {""X"": 0.243426844, ""Y"": -0.0947777852, ""Z"": 0.8689023}, ""kneeRight"": {""X"": 0.2244356, ""Y"": -0.226410061, ""Z"": 0.6267034}, ""spineBase"": {""X"": 0.133665189, ""Y"": -0.250596434, ""Z"": 1.08450723}, ""thumbLeft"": {""X"": -0.06602924, ""Y"": -0.202935308, ""Z"": 0.724444449}, ""wristLeft"": {""X"": -0.07600913, ""Y"": -0.136951223, ""Z"": 0.789545059}, ""ankleRight"": {""X"": 0.252519846, ""Y"": -0.2159096, ""Z"": 0.277633578}, ""elbowRight"": {""X"": 0.407014221, ""Y"": -0.0484970361, ""Z"": 1.08843791}, ""thumbRight"": {""X"": 0.1933058, ""Y"": -0.03767164, ""Z"": 0.871136367}, ""wristRight"": {""X"": 0.2921563, ""Y"": -0.08557516, ""Z"": 0.914982736}, ""handTipLeft"": {""X"": -0.08576649, ""Y"": -0.163310021, ""Z"": 0.6488934}, ""handTipRight"": {""X"": 0.167067677, ""Y"": -0.11255534, ""Z"": 0.819429159}, ""shoulderLeft"": {""X"": -0.0329401381, ""Y"": 0.123380482, ""Z"": 1.07452512}, ""shoulderRight"": {""X"": 0.299709141, ""Y"": 0.122059517, ""Z"": 1.08725572}, ""spineShoulder"": {""X"": 0.138019368, ""Y"": 0.182791114, ""Z"": 1.13536394}}",5733D7E66AA04DC88AAD76C7FAA056AE
51,"{""head"": {""X"": 0.139023319, ""Y"": 0.373411834, ""Z"": 1.18467879}, ""neck"": {""X"": 0.13903074, ""Y"": 0.24225755, ""Z"": 1.13536727}, ""hipLeft"": {""X"": 0.06431183, ""Y"": -0.243764192, ""Z"": 1.05727673}, ""footLeft"": {""X"": 0.0462012738, ""Y"": -0.170953438, ""Z"": 0.146544844}, ""handLeft"": {""X"": -0.07734919, ""Y"": -0.163474083, ""Z"": 0.703744769}, ""hipRight"": {""X"": 0.1965561, ""Y"": -0.2438034, ""Z"": 1.05905664}, ""kneeLeft"": {""X"": 0.0538123436, ""Y"": -0.220101729, ""Z"": 0.6261832}, ""spineMid"": {""X"": 0.136508, ""Y"": 0.00165884511, ""Z"": 1.11931038}, ""ankleLeft"": {""X"": 0.0465996228, ""Y"": -0.20703198, ""Z"": 0.279006839}, ""elbowLeft"": {""X"": -0.07069437, ""Y"": -0.06827293, ""Z"": 0.9904089}, ""footRight"": {""X"": 0.242788479, ""Y"": -0.1824458, ""Z"": 0.150509432}, ""handRight"": {""X"": 0.238205239, ""Y"": -0.09235225, ""Z"": 0.869516}, ""kneeRight"": {""X"": 0.224934489, ""Y"": -0.225947917, ""Z"": 0.6277835}, ""spineBase"": {""X"": 0.133988068, ""Y"": -0.249971211, ""Z"": 1.08536816}, ""thumbLeft"": {""X"": -0.06887684, ""Y"": -0.216265127, ""Z"": 0.7048}, ""wristLeft"": {""X"": -0.07654858, ""Y"": -0.135035366, ""Z"": 0.789883554}, ""ankleRight"": {""X"": 0.253387779, ""Y"": -0.215615779, ""Z"": 0.278728426}, ""elbowRight"": {""X"": 0.4075479, ""Y"": -0.04716501, ""Z"": 1.08788228}, ""thumbRight"": {""X"": 0.191282645, ""Y"": -0.0299868155, ""Z"": 0.8922727}, ""wristRight"": {""X"": 0.2872589, ""Y"": -0.08004286, ""Z"": 0.9172867}, ""handTipLeft"": {""X"": -0.08551566, ""Y"": -0.152558327, ""Z"": 0.62690866}, ""handTipRight"": {""X"": 0.163811415, ""Y"": -0.113082737, ""Z"": 0.817668}, ""shoulderLeft"": {""X"": -0.0325069167, ""Y"": 0.1241454, ""Z"": 1.07405639}, ""shoulderRight"": {""X"": 0.3011207, ""Y"": 0.12378145, ""Z"": 1.08640885}, ""spineShoulder"": {""X"": 0.13858065, ""Y"": 0.183698058, ""Z"": 1.13341975}}",5733D7E66AA04DC88AAD76C7FAA056AE
52,"{""head"": {""X"": 0.139747724, ""Y"": 0.374510974, ""Z"": 1.18072665}, ""neck"": {""X"": 0.139573038, ""Y"": 0.243027627, ""Z"": 1.133849}, ""hipLeft"": {""X"": 0.06512294, ""Y"": -0.243047968, ""Z"": 1.05857861}, ""footLeft"": {""X"": 0.0459585339, ""Y"": -0.175887465, ""Z"": 0.147450477}, ""handLeft"": {""X"": -0.0768573955, ""Y"": -0.166819826, ""Z"": 0.702518}, ""hipRight"": {""X"": 0.196619138, ""Y"": -0.2428857, ""Z"": 1.06104994}, ""kneeLeft"": {""X"": 0.0540601127, ""Y"": -0.222181186, ""Z"": 0.6273247}, ""spineMid"": {""X"": 0.136911809, ""Y"": 0.002217783, ""Z"": 1.1190238}, ""ankleLeft"": {""X"": 0.0463500768, ""Y"": -0.211443067, ""Z"": 0.279928058}, ""elbowLeft"": {""X"": -0.07145873, ""Y"": -0.06822419, ""Z"": 0.9921793}, ""footRight"": {""X"": 0.242844641, ""Y"": -0.183460474, ""Z"": 0.152284324}, ""handRight"": {""X"": 0.244347543, ""Y"": -0.09376508, ""Z"": 0.8765114}, ""kneeRight"": {""X"": 0.224984616, ""Y"": -0.225751266, ""Z"": 0.6297491}, ""spineBase"": {""X"": 0.1344215, ""Y"": -0.2491678, ""Z"": 1.0869931}, ""thumbLeft"": {""X"": -0.06973666, ""Y"": -0.20885469, ""Z"": 0.696625}, ""wristLeft"": {""X"": -0.07699968, ""Y"": -0.133247614, ""Z"": 0.791075349}, ""ankleRight"": {""X"": 0.253411084, ""Y"": -0.216005936, ""Z"": 0.280694455}, ""elbowRight"": {""X"": 0.408461034, ""Y"": -0.0455319732, ""Z"": 1.08812392}, ""thumbRight"": {""X"": 0.194339439, ""Y"": -0.0390855633, ""Z"": 0.894176543}, ""wristRight"": {""X"": 0.291057527, ""Y"": -0.08243635, ""Z"": 0.916344}, ""handTipLeft"": {""X"": -0.08277017, ""Y"": -0.172707871, ""Z"": 0.6138217}, ""handTipRight"": {""X"": 0.168765426, ""Y"": -0.113282181, ""Z"": 0.8274814}, ""shoulderLeft"": {""X"": -0.0322089158, ""Y"": 0.124655731, ""Z"": 1.07406151}, ""shoulderRight"": {""X"": 0.3024446, ""Y"": 0.125336513, ""Z"": 1.08656836}, ""spineShoulder"": {""X"": 0.1391029, ""Y"": 0.184424952, ""Z"": 1.132243}}",5733D7E66AA04DC88AAD76C7FAA056AE
